"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0051348",7.20184078089535e-06,0.999996404975891,93,265,"negative regulation of transferase activity","BP"
"GO:0051171",7.6855855219922e-06,0.999994020884749,886,3682,"regulation of nitrogen compound metabolic process","BP"
"GO:2000736",7.87422550540735e-06,0.99999689536238,49,106,"regulation of stem cell differentiation","BP"
"GO:0045930",8.02768384594343e-06,0.999996387887082,86,243,"negative regulation of mitotic cell cycle","BP"
"GO:0044265",8.16306788526347e-06,0.999994630123849,248,862,"cellular macromolecule catabolic process","BP"
"GO:0098805",8.17321156934596e-06,0.999994521857306,280,1042,"whole membrane","CC"
"GO:0009058",8.47499577786322e-06,0.999993375108953,1015,4167,"biosynthetic process","BP"
"GO:0002218",8.6581883870747e-06,0.999995814613462,69,190,"activation of innate immune response","BP"
"GO:0044238",8.70275281224332e-06,0.999993314436934,1547,6599,"primary metabolic process","BP"
"GO:0005178",8.75752017825758e-06,0.99999747819204,28,61,"integrin binding","MF"
"GO:0019774",8.77641926216671e-06,1,10,10,"proteasome core complex, beta-subunit complex","CC"
"GO:0035639",8.8225745072431e-06,0.999993849747682,323,1268,"purine ribonucleoside triphosphate binding","MF"
"GO:0031331",8.91381909639519e-06,0.99999540100328,101,310,"positive regulation of cellular catabolic process","BP"
"GO:0009887",8.99275445194981e-06,0.999994623023639,160,550,"animal organ morphogenesis","BP"
"GO:0099503",9.03394713276102e-06,0.999994473871498,160,527,"secretory vesicle","CC"
"GO:0001775",9.30896977003236e-06,0.999994014231453,209,728,"cell activation","BP"
"GO:0010564",9.67747592011434e-06,0.999994187273348,164,553,"regulation of cell cycle process","BP"
"GO:0034709",9.88132981008156e-06,0.999999679000994,11,12,"methylosome","CC"
"GO:0034645",1.02884444610318e-05,0.999991944930883,838,3407,"cellular macromolecule biosynthetic process","BP"
"GO:0043086",1.04173549933183e-05,0.999993783656565,159,516,"negative regulation of catalytic activity","BP"
"GO:0071166",1.05108158141168e-05,0.99999571794855,47,119,"ribonucleoprotein complex localization","BP"
"GO:0060429",1.06366964190417e-05,0.999993243967928,190,670,"epithelium development","BP"
"GO:0032270",1.0915894862818e-05,0.999992577499884,264,961,"positive regulation of cellular protein metabolic process","BP"
"GO:0002252",1.15622673531025e-05,0.999992637223548,193,663,"immune effector process","BP"
"GO:1904816",1.21774068836723e-05,0.999999655589059,9,10,"positive regulation of protein localization to chromosome, telomeric region","BP"
"GO:0000054",1.24965096741199e-05,0.99999931769849,11,13,"ribosomal subunit export from nucleus","BP"
"GO:0033750",1.24965096741199e-05,0.99999931769849,11,13,"ribosome localization","BP"
"GO:0043236",1.29861560890992e-05,0.999998738151361,12,17,"laminin binding","MF"
"GO:0034329",1.37281884853309e-05,0.99999389873189,53,150,"cell junction assembly","BP"
"GO:0045785",1.37518747400919e-05,0.999993317644422,66,188,"positive regulation of cell adhesion","BP"
"GO:0044433",1.3775690149198e-05,0.999990659938104,252,915,"cytoplasmic vesicle part","CC"
"GO:1904814",1.37795612828733e-05,0.999999295702695,10,12,"regulation of protein localization to chromosome, telomeric region","BP"
"GO:0046483",1.37953600862214e-05,0.999989010368514,995,4080,"heterocycle metabolic process","BP"
"GO:0044093",1.39055568499779e-05,0.999990137320201,301,1128,"positive regulation of molecular function","BP"
"GO:0043209",1.41044081925998e-05,0.999993947223609,51,130,"myelin sheath","CC"
"GO:0009057",1.4202202006119e-05,0.999990118111621,280,1003,"macromolecule catabolic process","BP"
"GO:0008283",1.44061290269301e-05,0.99998975806123,306,1140,"cell proliferation","BP"
"GO:0003676",1.46245226357537e-05,0.999988567573468,701,2812,"nucleic acid binding","MF"
"GO:0016477",1.47614544231891e-05,0.999990351574197,196,710,"cell migration","BP"
"GO:0071013",1.48593598652368e-05,0.999994522493762,39,90,"catalytic step 2 spliceosome","CC"
"GO:0008152",1.51027814086264e-05,0.999988271510666,1655,7099,"metabolic process","BP"
"GO:0033554",1.53046910792783e-05,0.999988744443411,383,1454,"cellular response to stress","BP"
"GO:0030178",1.55716440515125e-05,0.999993269244013,52,129,"negative regulation of Wnt signaling pathway","BP"
"GO:0016818",1.56617099363708e-05,0.999989966776162,175,614,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF"
"GO:0005524",1.56626591324749e-05,0.999989125337322,265,1036,"ATP binding","MF"
"GO:0032403",1.66238342490366e-05,0.999989914807851,142,486,"protein complex binding","MF"
"GO:0061041",1.66692564030662e-05,0.99999446465073,32,74,"regulation of wound healing","BP"
"GO:2000278",1.69243074588525e-05,0.999994014915793,35,84,"regulation of DNA biosynthetic process","BP"
"GO:0009966",1.69401314727185e-05,0.99998722348636,458,1799,"regulation of signal transduction","BP"
"GO:0016462",1.70150133088265e-05,0.999989261435439,174,612,"pyrophosphatase activity","MF"
"GO:0016817",1.75624564714967e-05,0.999988723122785,175,615,"hydrolase activity, acting on acid anhydrides","MF"
"GO:0051168",1.76006768016261e-05,0.99999159774315,62,173,"nuclear export","BP"
"GO:1904872",1.78118773048452e-05,0.999998095058275,13,18,"regulation of telomerase RNA localization to Cajal body","BP"
"GO:0019221",1.78795529533835e-05,0.999989629856414,120,359,"cytokine-mediated signaling pathway","BP"
"GO:0001944",1.8978175630403e-05,0.999989144898095,108,360,"vasculature development","BP"
"GO:0045732",1.96111544532259e-05,0.999990140294353,76,216,"positive regulation of protein catabolic process","BP"
"GO:0003735",1.99502522495314e-05,0.999990627682829,68,144,"structural constituent of ribosome","MF"
"GO:0017111",2.03027144567575e-05,0.999987048995124,166,584,"nucleoside-triphosphatase activity","MF"
"GO:0014070",2.04682123668647e-05,0.999986952229272,166,576,"response to organic cyclic compound","BP"
"GO:0002220",2.14923555549361e-05,0.999992002105557,39,87,"innate immune response activating cell surface receptor signaling pathway","BP"
"GO:0002223",2.14923555549361e-05,0.999992002105557,39,87,"stimulatory C-type lectin receptor signaling pathway","BP"
"GO:0030554",2.15166104846035e-05,0.999984825257871,270,1061,"adenyl nucleotide binding","MF"
"GO:0033209",2.2159120994325e-05,0.999990527337205,50,119,"tumor necrosis factor-mediated signaling pathway","BP"
"GO:0031581",2.27965151846982e-05,0.999999367040844,8,9,"hemidesmosome assembly","BP"
"GO:0034340",2.32978397155058e-05,0.999992422353414,31,67,"response to type I interferon","BP"
"GO:0065008",2.33305475477684e-05,0.999982111515578,505,1981,"regulation of biological quality","BP"
"GO:0034719",2.34507960679379e-05,0.999997679243341,13,17,"SMN-Sm protein complex","CC"
"GO:0006457",2.44950740481455e-05,0.999987849934002,67,183,"protein folding","BP"
"GO:0048863",2.47560619858365e-05,0.999987963748532,65,168,"stem cell differentiation","BP"
"GO:0017076",2.56722181767546e-05,0.999981215753215,326,1295,"purine nucleotide binding","MF"
"GO:0050657",2.6155974647739e-05,0.999987542229552,59,166,"nucleic acid transport","BP"
"GO:0050658",2.6155974647739e-05,0.999987542229552,59,166,"RNA transport","BP"
"GO:0043394",2.64485161601768e-05,0.999997397164185,11,16,"proteoglycan binding","MF"
"GO:0005913",2.71857717746603e-05,0.999991503271554,28,63,"cell-cell adherens junction","CC"
"GO:0006353",2.74401257819225e-05,0.999988907951755,43,104,"DNA-templated transcription, termination","BP"
"GO:0032559",2.76377450475921e-05,0.999980350512732,267,1052,"adenyl ribonucleotide binding","MF"
"GO:0044843",2.82848891287533e-05,0.999985792953609,72,211,"cell cycle G1/S phase transition","BP"
"GO:0032555",2.83891425809956e-05,0.999979219139856,323,1284,"purine ribonucleotide binding","MF"
"GO:0000003",2.84101428112263e-05,0.999981048689571,194,699,"reproduction","BP"
"GO:0022414",2.84101428112263e-05,0.999981048689571,194,699,"reproductive process","BP"
"GO:0014704",2.8867126052661e-05,0.999995143336101,15,26,"intercalated disc","CC"
"GO:0032553",2.90231597880627e-05,0.999978731632501,325,1293,"ribonucleotide binding","MF"
"GO:1903034",2.92128585384998e-05,0.999989111361376,36,89,"regulation of response to wounding","BP"
"GO:0070482",2.92298426378823e-05,0.99998413020431,88,261,"response to oxygen levels","BP"
"GO:0030684",2.93806112793338e-05,0.999990260997324,31,68,"preribosome","CC"
"GO:0045088",2.94173657925401e-05,0.999984101044971,86,259,"regulation of innate immune response","BP"
"GO:0006611",2.94745456145944e-05,0.999986017164685,58,161,"protein export from nucleus","BP"
"GO:0050790",3.01697344793041e-05,0.999977505443377,370,1416,"regulation of catalytic activity","BP"
"GO:1901564",3.0763128452233e-05,0.999975107248821,1031,4224,"organonitrogen compound metabolic process","BP"
"GO:0042310",3.15162114689764e-05,0.999993778548442,17,31,"vasoconstriction","BP"
"GO:0002199",3.17085554608474e-05,1,7,7,"zona pellucida receptor complex","CC"
"GO:0044183",3.25778536737024e-05,0.999995482235514,14,21,"protein binding involved in protein folding","MF"
"GO:1901265",3.25990799058123e-05,0.999975660288087,366,1463,"nucleoside phosphate binding","MF"
"GO:0003743",3.29754790034458e-05,0.999991071677733,24,47,"translation initiation factor activity","MF"
"GO:0044092",3.3472609237461e-05,0.999977432243183,198,683,"negative regulation of molecular function","BP"
"GO:0023052",3.37566841828112e-05,0.999972940023659,778,3227,"signaling","BP"
"GO:0030335",3.44870217917812e-05,0.999981394546867,81,248,"positive regulation of cell migration","BP"
"GO:0006413",3.52795487656812e-05,0.999982239069251,71,173,"translational initiation","BP"
"GO:0048870",3.63499264652356e-05,0.999975202540599,206,761,"cell motility","BP"
"GO:0051674",3.63499264652356e-05,0.999975202540599,206,761,"localization of cell","BP"
"GO:0051247",3.70037080443203e-05,0.999973438453269,274,1017,"positive regulation of protein metabolic process","BP"
"GO:0046907",3.82187460691878e-05,0.999971319784224,383,1437,"intracellular transport","BP"
"GO:0072358",3.85613205887842e-05,0.999977245054984,108,365,"cardiovascular system development","BP"
"GO:0000166",3.94908061026333e-05,0.999970368509735,365,1462,"nucleotide binding","MF"
"GO:0000027",3.9782984023274e-05,0.999993033124433,17,26,"ribosomal large subunit assembly","BP"
"GO:0044448",4.00639619592048e-05,0.999984651174057,36,93,"cell cortex part","CC"
"GO:0008219",4.07010409284766e-05,0.999969659141695,349,1325,"cell death","BP"
"GO:0005832",4.09675934549671e-05,0.999998751503043,8,9,"chaperonin-containing T-complex","CC"
"GO:0000082",4.17213174949383e-05,0.999978573642193,68,198,"G1/S transition of mitotic cell cycle","BP"
"GO:0031966",4.31264963811408e-05,0.999971750656628,171,522,"mitochondrial membrane","CC"
"GO:0002682",4.35971603294465e-05,0.999969911807483,214,754,"regulation of immune system process","BP"
"GO:1901990",4.37112762064486e-05,0.99997405955883,109,342,"regulation of mitotic cell cycle phase transition","BP"
"GO:0060548",4.41308992323501e-05,0.999970888510707,169,585,"negative regulation of cell death","BP"
"GO:0005575",4.42455217964836e-05,0.999978102340813,2200,9805,"cellular_component","CC"
"GO:0051236",4.44056941399855e-05,0.999978330527709,59,169,"establishment of RNA localization","BP"
"GO:0090670",4.56390932397072e-05,0.999994132668876,13,19,"RNA localization to Cajal body","BP"
"GO:0090671",4.56390932397072e-05,0.999994132668876,13,19,"telomerase RNA localization to Cajal body","BP"
"GO:0090672",4.56390932397072e-05,0.999994132668876,13,19,"telomerase RNA localization","BP"
"GO:0090685",4.56390932397072e-05,0.999994132668876,13,19,"RNA localization to nucleus","BP"
"GO:0002758",4.59202654780814e-05,0.999977078280632,63,177,"innate immune response-activating signal transduction","BP"
"GO:0030855",4.65522690126103e-05,0.999972593742698,103,339,"epithelial cell differentiation","BP"
"GO:1904851",4.68096297093026e-05,0.999998542536256,8,9,"positive regulation of establishment of protein localization to telomere","BP"
"GO:0009408",4.87235852065757e-05,0.999979138606498,44,116,"response to heat","BP"
"GO:0008104",4.91716520859301e-05,0.999961891564906,475,1858,"protein localization","BP"
"GO:0007154",5.05871306294178e-05,0.999959164536706,780,3241,"cell communication","BP"
"GO:1903405",5.17666397438285e-05,0.999998361761041,8,9,"protein localization to nuclear body","BP"
"GO:1904867",5.17666397438285e-05,0.999998361761041,8,9,"protein localization to Cajal body","BP"
"GO:1990173",5.17666397438285e-05,0.999998361761041,8,9,"protein localization to nucleoplasm","BP"
"GO:0040017",5.29472526165828e-05,0.999970468140239,86,269,"positive regulation of locomotion","BP"
"GO:0001738",5.50524994421363e-05,0.999976327110328,45,112,"morphogenesis of a polarized epithelium","BP"
"GO:0040011",5.50556735199828e-05,0.999960985866163,233,881,"locomotion","BP"
"GO:0043069",5.50775669029622e-05,0.999964093796935,155,532,"negative regulation of programmed cell death","BP"
"GO:1901987",5.59960403735933e-05,0.999966202837747,113,360,"regulation of cell cycle phase transition","BP"
"GO:0015934",5.62239455341719e-05,0.999975572463855,51,106,"large ribosomal subunit","CC"
"GO:0051272",5.65301215029522e-05,0.999968735893222,83,258,"positive regulation of cellular component movement","BP"
"GO:0090090",5.90137020368838e-05,0.999974311993284,46,114,"negative regulation of canonical Wnt signaling pathway","BP"
"GO:0015931",5.99693132652072e-05,0.999969029076354,66,195,"nucleobase-containing compound transport","BP"
"GO:0080134",6.05697956537302e-05,0.999957117447429,231,848,"regulation of response to stress","BP"
"GO:0009056",6.07205968622007e-05,0.999953083370332,448,1725,"catabolic process","BP"
"GO:0002520",6.17744334023372e-05,0.999959204985697,161,549,"immune system development","BP"
"GO:2000147",6.19820438256614e-05,0.999965865460204,81,251,"positive regulation of cell motility","BP"
"GO:0051128",6.24051460892637e-05,0.999952477573647,388,1537,"regulation of cellular component organization","BP"
"GO:0009967",6.33333389110106e-05,0.99995475451839,244,897,"positive regulation of signal transduction","BP"
"GO:0043687",6.39477424420653e-05,0.999963003738547,95,293,"post-translational protein modification","BP"
"GO:0071407",6.53192749829799e-05,0.999960301064147,112,378,"cellular response to organic cyclic compound","BP"
"GO:0034612",6.60554549021745e-05,0.999965631516669,69,188,"response to tumor necrosis factor","BP"
"GO:0043168",7.15347510644901e-05,0.999944723350741,430,1753,"anion binding","MF"
"GO:0042641",7.17016820958097e-05,0.999980550735747,21,45,"actomyosin","CC"
"GO:0016070",7.17428191604273e-05,0.999941778432059,781,3201,"RNA metabolic process","BP"
"GO:0051170",7.29534424675503e-05,0.99996183794735,68,203,"nuclear import","BP"
"GO:1904813",7.57707210853173e-05,0.999967936173959,42,104,"ficolin-1-rich granule lumen","CC"
"GO:1902749",7.71708509881824e-05,0.999960255533692,65,182,"regulation of cell cycle G2/M phase transition","BP"
"GO:0034660",7.74375972770472e-05,0.99994904223531,158,500,"ncRNA metabolic process","BP"
"GO:0019843",7.74586318556178e-05,0.999975730534387,28,53,"rRNA binding","MF"
"GO:0023056",7.78764345561704e-05,0.999943521076838,260,967,"positive regulation of signaling","BP"
"GO:0038095",7.92255939309318e-05,0.9999668029432,41,101,"Fc-epsilon receptor signaling pathway","BP"
"GO:0090175",7.99329908708425e-05,0.999967602109164,39,92,"regulation of establishment of planar polarity","BP"
"GO:0045862",8.03070808625144e-05,0.999953115867543,96,294,"positive regulation of proteolysis","BP"
"GO:0005518",8.05045965157698e-05,0.999982071553611,17,33,"collagen binding","MF"
"GO:0097756",8.28837511736293e-05,0.999981492130878,17,33,"negative regulation of blood vessel diameter","BP"
"GO:0009628",8.3041147224192e-05,0.999941931146057,209,752,"response to abiotic stimulus","BP"
"GO:0010647",8.32184690705891e-05,0.999939639565819,258,959,"positive regulation of cell communication","BP"
"GO:0009615",8.40960701235808e-05,0.999955108867062,71,208,"response to virus","BP"
"GO:0051130",8.53206258312103e-05,0.999940240787762,206,760,"positive regulation of cellular component organization","BP"
"GO:0090224",8.62127043239752e-05,0.999979465610835,18,36,"regulation of spindle organization","BP"
"GO:0005938",8.98559930702441e-05,0.999955660408633,55,166,"cell cortex","CC"
"GO:0045321",8.9988885304889e-05,0.99993839287908,183,645,"leukocyte activation","BP"
"GO:1901575",9.11246881880716e-05,0.99993036753036,377,1423,"organic substance catabolic process","BP"
"GO:0060236",9.30991782074871e-05,0.999978986604619,17,33,"regulation of mitotic spindle organization","BP"
"GO:0034470",9.38120161804956e-05,0.999941657589539,122,364,"ncRNA processing","BP"
"GO:0032984",9.84306848924874e-05,0.999944348856923,85,246,"macromolecular complex disassembly","BP"
"GO:0031399",0.000101049321178555,0.999925007774233,291,1110,"regulation of protein modification process","BP"
"GO:0036293",0.000101138721054777,0.999943303729715,81,243,"response to decreased oxygen levels","BP"
"GO:2000027",0.000102592676974921,0.999948991503657,57,159,"regulation of organ morphogenesis","BP"
"GO:0001666",0.000102827262509206,0.999942790553434,79,235,"response to hypoxia","BP"
"GO:0008026",0.000105509494621949,0.99995953353895,32,85,"ATP-dependent helicase activity","MF"
"GO:0070035",0.000105509494621949,0.99995953353895,32,85,"purine NTP-dependent helicase activity","MF"
"GO:0031410",0.000107479290138874,0.999918256747727,349,1361,"cytoplasmic vesicle","CC"
"GO:0050778",0.000109846029566071,0.999931405032515,117,388,"positive regulation of immune response","BP"
"GO:0001736",0.000109952560193133,0.999953219902925,41,100,"establishment of planar polarity","BP"
"GO:0007164",0.000109952560193133,0.999953219902925,41,100,"establishment of tissue polarity","BP"
"GO:0010646",0.00011133924855104,0.999912347457191,479,1924,"regulation of cell communication","BP"
"GO:0005681",0.000111668315609824,0.99994350490186,59,166,"spliceosomal complex","CC"
"GO:0010501",0.000112098110434905,0.999972325728251,18,37,"RNA secondary structure unwinding","BP"
"GO:0005740",0.000112118062629431,0.999923835225941,178,555,"mitochondrial envelope","CC"
"GO:0009896",0.000115514341257777,0.999929301393743,106,347,"positive regulation of catabolic process","BP"
"GO:0097708",0.000119667856632372,0.999908822426613,349,1363,"intracellular vesicle","CC"
"GO:0060071",0.000120151895453561,0.999950745400725,38,90,"Wnt signaling pathway, planar cell polarity pathway","BP"
"GO:0031967",0.000120769537906751,0.999912261250884,253,867,"organelle envelope","CC"
"GO:0031975",0.000120769537906751,0.999912261250884,253,867,"envelope","CC"
"GO:0005911",0.00012098299815113,0.999932386813487,76,248,"cell-cell junction","CC"
"GO:0071428",0.000125112823818414,0.999986476234558,11,15,"rRNA-containing ribonucleoprotein complex export from nucleus","BP"
"GO:0044451",0.000128217512709132,0.999907474680258,234,878,"nucleoplasm part","CC"
"GO:0016020",0.000128221314153365,0.999893891895698,1120,4724,"membrane","CC"
"GO:0006369",0.000128252972808524,0.999954355069037,29,67,"termination of RNA polymerase II transcription","BP"
"GO:0042255",0.000128956512937992,0.999958715613104,27,52,"ribosome assembly","BP"
"GO:0098609",0.000129546697301944,0.999921135709043,102,344,"cell-cell adhesion","BP"
"GO:0002446",0.000131227010091203,0.999920376289244,102,322,"neutrophil mediated immunity","BP"
"GO:0015629",0.00013148620173136,0.999923913809661,84,278,"actin cytoskeleton","CC"
"GO:0030097",0.000132341607880839,0.999912504528244,146,493,"hemopoiesis","BP"
"GO:0000245",0.000135513971820977,0.999957589267921,24,52,"spliceosomal complex assembly","BP"
"GO:0022617",0.000140597360765214,0.999962747563493,19,40,"extracellular matrix disassembly","BP"
"GO:0051338",0.000142685047131626,0.99990035267091,189,681,"regulation of transferase activity","BP"
"GO:0023051",0.000144126067386421,0.999885916770225,485,1955,"regulation of signaling","BP"
"GO:0045216",0.00014826402181888,0.999927647598174,50,153,"cell-cell junction organization","BP"
"GO:0001618",0.000149984721309784,0.999960035845027,19,40,"virus receptor activity","MF"
"GO:0104005",0.000149984721309784,0.999960035845027,19,40,"hijacked molecular function","MF"
"GO:0050851",0.000150308788871765,0.999928163453394,50,133,"antigen receptor-mediated signaling pathway","BP"
"GO:0043066",0.000151703617841582,0.999898490254131,150,522,"negative regulation of apoptotic process","BP"
"GO:0033993",0.00015189525416396,0.999898161938653,151,531,"response to lipid","BP"
"GO:0051093",0.000155750470353751,0.999898085702049,134,469,"negative regulation of developmental process","BP"
"GO:0065003",0.000156109471976044,0.999881046589332,339,1261,"macromolecular complex assembly","BP"
"GO:0003712",0.000157686634797257,0.999899300707147,120,411,"transcription cofactor activity","MF"
"GO:0051607",0.00016297859975685,0.99991984386859,52,147,"defense response to virus","BP"
"GO:0022603",0.000163385025820915,0.999888917204238,160,576,"regulation of anatomical structure morphogenesis","BP"
"GO:0010876",0.000165203100408254,0.999911326521036,65,202,"lipid localization","BP"
"GO:0008284",0.000165500830820659,0.999892233192026,131,446,"positive regulation of cell proliferation","BP"
"GO:0034248",0.000165979947194175,0.999895691362535,113,367,"regulation of cellular amide metabolic process","BP"
"GO:0012501",0.000166922362624544,0.999873049079712,327,1252,"programmed cell death","BP"
"GO:0070202",0.000169286957750226,0.999989674244232,8,10,"regulation of establishment of protein localization to chromosome","BP"
"GO:0070203",0.000169286957750226,0.999989674244232,8,10,"regulation of establishment of protein localization to telomere","BP"
"GO:0009719",0.000171859072162309,0.999874693074443,237,903,"response to endogenous stimulus","BP"
"GO:0002244",0.000172909506950074,0.999915065421784,54,137,"hematopoietic progenitor cell differentiation","BP"
"GO:0005694",0.000174105171724514,0.999875370061292,213,774,"chromosome","CC"
"GO:0008201",0.000175093725069719,0.999939564632098,27,60,"heparin binding","MF"
"GO:0006952",0.000180995306935509,0.999870878200184,208,747,"defense response","BP"
"GO:0031252",0.000182107950219357,0.999896329786469,76,251,"cell leading edge","CC"
"GO:0002263",0.00018401728218527,0.999881380476348,124,413,"cell activation involved in immune response","BP"
"GO:0036094",0.000186443742202748,0.999854480498594,398,1623,"small molecule binding","MF"
"GO:0009968",0.000186691358265483,0.999866956689468,204,751,"negative regulation of signal transduction","BP"
"GO:0008037",0.000188774170292782,0.999944614509868,21,45,"cell recognition","BP"
"GO:0101031",0.000190178068840368,0.999988174355551,8,10,"chaperone complex","CC"
"GO:0042787",0.000194909414012732,0.999897053407396,62,177,"protein ubiquitination involved in ubiquitin-dependent protein catabolic process","BP"
"GO:0050852",0.00019759901694955,0.999907684511381,46,120,"T cell receptor signaling pathway","BP"
"GO:0007346",0.000198854226405189,0.999865668129372,152,530,"regulation of mitotic cell cycle","BP"
"GO:0031328",0.000204660995445108,0.999845868834065,290,1136,"positive regulation of cellular biosynthetic process","BP"
"GO:0009897",0.000205172318027609,0.999920481856984,31,77,"external side of plasma membrane","CC"
"GO:0000956",0.000208898594577453,0.999886485001995,70,182,"nuclear-transcribed mRNA catabolic process","BP"
"GO:0010389",0.000209324698173828,0.99988979663505,61,173,"regulation of G2/M transition of mitotic cell cycle","BP"
"GO:0030374",0.000209525681936961,0.999939416942256,20,44,"ligand-dependent nuclear receptor transcription coactivator activity","MF"
"GO:0043241",0.000222519846133501,0.999874297109993,76,218,"protein complex disassembly","BP"
"GO:0051649",0.000222703783773274,0.999825444882143,409,1579,"establishment of localization in cell","BP"
"GO:0010951",0.000222899184860155,0.999899134901589,42,109,"negative regulation of endopeptidase activity","BP"
"GO:0035556",0.000229546668226868,0.999819849535881,406,1633,"intracellular signal transduction","BP"
"GO:0051082",0.000236075447035469,0.999899243601401,37,93,"unfolded protein binding","MF"
"GO:0006915",0.000236905969820895,0.999819336319841,316,1210,"apoptotic process","BP"
"GO:0009891",0.000237942420176185,0.999820063990822,293,1150,"positive regulation of biosynthetic process","BP"
"GO:0017166",0.000239550573455019,0.999992466040293,6,7,"vinculin binding","MF"
"GO:0007044",0.000240080993801333,0.999911685230083,27,70,"cell-substrate junction assembly","BP"
"GO:0005916",0.000246995903911019,0.999992183035468,6,7,"fascia adherens","CC"
"GO:0030027",0.000248524470235419,0.999881115197772,45,133,"lamellipodium","CC"
"GO:0061077",0.000256312772256173,0.999912770784351,25,56,"chaperone-mediated protein folding","BP"
"GO:2000573",0.000258987066148081,0.999912809528494,24,56,"positive regulation of DNA biosynthetic process","BP"
"GO:0010648",0.000266498211194442,0.999806965456539,214,797,"negative regulation of cell communication","BP"
"GO:0005788",0.000270698404089031,0.999857914541832,57,172,"endoplasmic reticulum lumen","CC"
"GO:0051347",0.000273886315990608,0.999817778432479,134,469,"positive regulation of transferase activity","BP"
"GO:0010941",0.000275643774045534,0.999793000612997,274,1035,"regulation of cell death","BP"
"GO:0048729",0.000276377524707983,0.999822129003893,114,398,"tissue morphogenesis","BP"
"GO:0005687",0.000288178288107116,0.999987832361305,8,9,"U4 snRNP","CC"
"GO:0051270",0.00029086580833122,0.999805157374218,136,487,"regulation of cellular component movement","BP"
"GO:0002444",0.000291747879282147,0.999816129042424,106,344,"myeloid leukocyte mediated immunity","BP"
"GO:0005102",0.000302917922207954,0.999782223899166,201,734,"receptor binding","MF"
"GO:0043395",0.000305085709261802,0.999981713471498,7,9,"heparan sulfate proteoglycan binding","MF"
"GO:0051028",0.000305825006317021,0.99985244926369,45,131,"mRNA transport","BP"
"GO:0008134",0.00031393279382753,0.999795680279175,118,412,"transcription factor binding","MF"
"GO:0022607",0.000319170839772808,0.99974440140473,478,1898,"cellular component assembly","BP"
"GO:0098552",0.000323640010482452,0.999823141502801,62,195,"side of membrane","CC"
"GO:0002283",0.000323975603860955,0.999798895228224,98,314,"neutrophil activation involved in immune response","BP"
"GO:0043312",0.000323975603860955,0.999798895228224,98,314,"neutrophil degranulation","BP"
"GO:0044248",0.000325218523570253,0.999744384543943,393,1517,"cellular catabolic process","BP"
"GO:0023057",0.000326563173678529,0.999762233316896,214,800,"negative regulation of signaling","BP"
"GO:1903829",0.000329573974030466,0.999803020130162,84,273,"positive regulation of cellular protein localization","BP"
"GO:0042127",0.000330279335028467,0.999756152454323,235,879,"regulation of cell proliferation","BP"
"GO:0048534",0.000330803820767993,0.999774117761812,149,516,"hematopoietic or lymphoid organ development","BP"
"GO:0031401",0.000331157013667506,0.999761680703319,198,735,"positive regulation of protein modification process","BP"
"GO:0044291",0.00034343945155853,0.999907745994851,17,37,"cell-cell contact zone","CC"
"GO:0042119",0.000346379892265014,0.99978408365412,99,318,"neutrophil activation","BP"
"GO:0003713",0.00035263207552125,0.999796559039938,73,235,"transcription coactivator activity","MF"
"GO:0005539",0.000352903234747241,0.99985869776357,31,76,"glycosaminoglycan binding","MF"
"GO:0045071",0.000353362596434227,0.999895921505787,20,41,"negative regulation of viral genome replication","BP"
"GO:0043085",0.000353809055178451,0.999736925578227,243,925,"positive regulation of catalytic activity","BP"
"GO:0048585",0.000359618012737138,0.999733199307075,239,903,"negative regulation of response to stimulus","BP"
"GO:0044427",0.000363210093789646,0.99974047399825,189,679,"chromosomal part","CC"
"GO:0044259",0.000372939641986926,0.999873789828205,23,54,"multicellular organismal macromolecule metabolic process","BP"
"GO:0031123",0.000373351671119298,0.999827817471446,40,110,"RNA 3'-end processing","BP"
"GO:0010466",0.000374739991896195,0.999824907086404,42,111,"negative regulation of peptidase activity","BP"
"GO:1903827",0.000374815296992096,0.999752544640722,123,428,"regulation of cellular protein localization","BP"
"GO:0006886",0.000378967235287389,0.999718385857162,243,883,"intracellular protein transport","BP"
"GO:0000055",0.000379101209296631,0.999984879949273,7,8,"ribosomal large subunit export from nucleus","BP"
"GO:0030334",0.000381292641575196,0.999749555256123,119,421,"regulation of cell migration","BP"
"GO:0043484",0.00038695601259011,0.999831486575767,35,95,"regulation of RNA splicing","BP"
"GO:0008094",0.000387006215092504,0.99984973042853,28,73,"DNA-dependent ATPase activity","MF"
"GO:0036230",0.000388997775065692,0.999755775328745,100,322,"granulocyte activation","BP"
"GO:0035770",0.000394253545449188,0.999797748742883,51,151,"ribonucleoprotein granule","CC"
"GO:0003729",0.000398427788237368,0.99979141498495,54,160,"mRNA binding","MF"
"GO:0004386",0.000403038506196488,0.999804418266858,43,133,"helicase activity","MF"
"GO:2001237",0.000406264520357525,0.999840132249323,29,73,"negative regulation of extrinsic apoptotic signaling pathway","BP"
"GO:0006268",0.000413520997202829,0.999985438780288,6,7,"DNA unwinding involved in DNA replication","BP"
"GO:0071897",0.000415037888870438,0.999780261009757,55,167,"DNA biosynthetic process","BP"
"GO:0000387",0.000419989569394699,0.999879868414965,19,38,"spliceosomal snRNP assembly","BP"
