"Gene","Direction","Count","Files"
"VTI1B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"WASF2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"WBP1","DOWN",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"WDR61","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"WDR75","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"WEE1","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"WHAMMP1","DOWN",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"WWC3","DOWN",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"XBP1","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"XPR1","DOWN",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"YOD1","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZBTB2","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZBTB4","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZCRB1","DOWN",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZCRB1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZDHHC2","DOWN",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"ZFP36","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZFP36L1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZFP36L2","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZNF207","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"ZNF282","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ZNF3","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"ZNF461","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZNF593","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"ZNF830","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"ZNFX1","UP",2,"GFP+polyIC_vs_GFP,NS5_vs_GFP"
"ZNHIT2","UP",2,"GFP+polyIC_vs_GFP,NS5+polyIC_vs_NS5"
"AGPAT9","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"APRT","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"BTG1","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"C9orf123","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CALR","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCT6A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CPLX2","DOWN",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"DDX24","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DNAJB1","DOWN",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"DPF2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"EID1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"EIF3M","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"FAM100B","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"FAM204A","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"FGB","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"FLNA","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"HSP90AB1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"HSPA6","DOWN",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"L3HYPDH","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"LASP1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"MCM4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"MYH9","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"NRG1","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"PAPPA","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"PCNA","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"PEA15","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"PLOD2","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"PTGR1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"PTRF","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"SEPHS2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"SLC2A1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"SPRYD7","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"SSR3","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"SUGP2","DOWN",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"TBC1D8","DOWN",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"TH1L","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"TSG101","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"TUFT1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"UBE2B","UP",2,"NS5_vs_GFP,NS5+polyIC_vs_GFP+polyIC"
"ABCE1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ABHD2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ABHD5","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACBD6","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACOT13","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACSL3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACTG1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACTN4","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ACVR1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ADAM10","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ADD1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ADH5","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ADSL","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AES","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AGAP3","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AGPAT2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AGR2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AHCTF1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AIMP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AIMP2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AIP","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AJUBA","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AK2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AKAP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AKT2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ALDH18A1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ALDH9A1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ALYREF","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANAPC13","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANAPC4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANAPC7","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANKFY1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANKRD36BP1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANKRD52","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANP32A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANP32B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANTXR1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ANXA7","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AP1B1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AP3B1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"APTX","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARFGAP1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARHGAP1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARHGAP10","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARHGAP23","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARHGAP35","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARHGEF18","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARID1A","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARL8A","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ARMC8","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ASF1A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ASMTL","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ASNSD1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ASUN","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATF1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATG3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATIC","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATN1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP1B1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP5B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP5G2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP5H","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP5J2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP5L","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP6V1E1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP6V1G1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATP6V1H","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"ATRN","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AURKAIP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AXL","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"AZI2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"B4GALT1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"B4GALT4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BAG1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BAG2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BAHCC1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BAMBI","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BANP","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BCAR3","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BCAS2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BCCIP","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BCL2A1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BCS1L","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BIRC2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BNIP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BNIP3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BRD7","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BSG","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BTBD1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BTF3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BUD13","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BUD31","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"BZW1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C10orf118","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C11orf10","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C11orf58","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C14orf119","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C14orf2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C19orf43","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C19orf53","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C1D","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C1GALT1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C1GALT1C1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C1orf106","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C1orf43","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C20orf72","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C21orf59","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C5orf43","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C8orf47","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C9orf78","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"C9orf85","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CACYBP","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CALM2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CAND1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CAPZA2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CARM1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CBFA2T2","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CBX3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCDC101","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCDC34","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNA2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNB1IP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNB2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNC","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCND1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNE1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCNH","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCT3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCT4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCT8","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CCZ1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDC123","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDC26","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDK5RAP3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDK7","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDK8","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CDKN1A","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CEBPZ","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CENPQ","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CENPV","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CEP55","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CETN3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CFH","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHAF1B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHCHD3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHCHD5","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHMP1B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHMP2A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHMP4A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHMP4B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHORDC1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CHST3","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CIR1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CIRH1A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CLK1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CLK3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CLNS1A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CLP1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CLSTN1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CMAS","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CMIP","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CMSS1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CMTM3","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CNBP","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CNOT2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CNPPD1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COA3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COA4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COIL","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COL4A1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COMMD3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COMMD4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COPS3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COPS4","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COQ5","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CORO1C","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COX16","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COX6B1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"COX7B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CP","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CRELD2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CSE1L","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CTTN","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CUEDC1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CUL1","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CUTC","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CWC15","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"CXorf26","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DAP3","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DAZAP1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DBN1","DOWN",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DBNDD2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DCLRE1A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DCTN6","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX18","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX39A","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX39B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX41","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX46","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX47","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX5","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX50","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX55","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DDX56","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DEPDC1B","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DERL2","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DGUOK","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
"DHPS","UP",2,"NS5+polyIC_vs_NS5,NS5+polyIC_vs_GFP+polyIC"
